date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:52:57	71199/71199	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-1161f%22	https://bot.bizfly.vn/assets/carousel.34b143c0.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/carousel.34b143c0.js	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:52:57	114141/114141	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-1bddd%22	https://bot.bizfly.vn/assets/vendor_vue_plugins.901dfd39.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_vue_plugins.901dfd39.js	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:52:58	513526/513526	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-7d5f6%22	https://bot.bizfly.vn/assets/vendor_charts.801e2ff3.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_charts.801e2ff3.js	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:52:58	16690/16690	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-4132%22	https://bot.bizfly.vn/assets/vendor_http.27c72a61.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_http.27c72a61.js	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:52:58	59690/59690	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-e92a%22	https://bot.bizfly.vn/assets/vendor_ui_icons.8874a7df.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_ui_icons.8874a7df.js	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:52:58	1962/1962	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-7aa%22	https://bot.bizfly.vn/assets/vendor_emoji.1a98d736.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_emoji.1a98d736.js	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:52:59	1672/1672	---MCZ	200	added ('OK')	text/css	etag:W/%226973388f-688%22	https://bot.bizfly.vn/assets/carousel.aa2245b9.css	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/carousel.aa2245b9.css	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:52:59	55222/55222	---MCZ	200	added ('OK')	text/css	etag:W/%226973388f-d7b6%22	https://bot.bizfly.vn/assets/chat_web_box.5c2cf8b8.css	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/chat_web_box.5c2cf8b8.css	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:53:00	33780/33780	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2023%20Aug%202025%2003:31:24%20GMT	https://chatbizfly.mediacdn.vn/2025/8/11/livechat-v2/img/1754896924606102723fingerprintjsjs.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/chatbizfly.mediacdn.vn/2025/8/11/livechat-v2/img/1754896924606102723fingerprintjsjs.js	(from https://bot.bizfly.vn/chat_web_box/?id=2034&bot_id=72024&group_id=2219&project=a39b5f0a-6a91-47de-946b-34e706422482&email=&username=&name=&open=1&language_box_bizfly=vi&color_custom_bizfly=&is_formGPT=1&full_size=1)
21:53:00	5777/5777	---M--	200	added ('OK')	image/png	etag:%2269733848-1691%22	https://bot.bizfly.vn/favicon-chatai.png	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/favicon-chatai.png	(from https://bot.bizfly.vn/currentSrc)
21:53:00	5117216/5117216	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-4e1520%22	https://bot.bizfly.vn/assets/main.5d8164b0.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/main.5d8164b0.js	(from https://bot.bizfly.vn/currentSrc)
21:53:01	866478/866478	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-d38ae%22	https://bot.bizfly.vn/assets/vendor_excel.622e1482.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_excel.622e1482.js	(from https://bot.bizfly.vn/currentSrc)
21:53:01	558107/558107	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-8841b%22	https://bot.bizfly.vn/assets/vendor_pdf.27b2a599.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_pdf.27b2a599.js	(from https://bot.bizfly.vn/currentSrc)
21:53:01	1455/1455	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-5af%22	https://bot.bizfly.vn/assets/encrypt.c9842977.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/encrypt.c9842977.js	(from https://bot.bizfly.vn/currentSrc)
21:53:01	24457/24457	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-5f89%22	https://bot.bizfly.vn/assets/vendor_qr.9346a4e9.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_qr.9346a4e9.js	(from https://bot.bizfly.vn/currentSrc)
21:53:02	87963/87963	---MCZ	200	added ('OK')	application/javascript	etag:W/%226973388f-1579b%22	https://bot.bizfly.vn/assets/vendor_socket.ea33612f.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/vendor_socket.ea33612f.js	(from https://bot.bizfly.vn/currentSrc)
21:53:02	2610294/2610294	---MCZ	200	added ('OK')	text/css	etag:W/%226973388f-27d476%22	https://bot.bizfly.vn/assets/main.49449efc.css	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/bot.bizfly.vn/assets/main.49449efc.css	(from https://bot.bizfly.vn/currentSrc)
21:53:03	3070/3070	---M-Z	200	added ('OK')	application/x-javascript	etag:%229fb725a89f5c5f82fb20dd3bc6a0050b%22	https://connect.facebook.net/vi_VN/sdk.js	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/connect.facebook.net/vi_VN/sdk.js	(from https://bot.bizfly.vn/currentSrc)
21:53:03	12189/12189	---MCZ	200	added ('OK')	application/javascript	etag:W/%22690ac4cb-2f9d%22	https://crm.bizfly.vn/services/sdk.js?v=	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/crm.bizfly.vn/services/sdkec92.js	(from https://bot.bizfly.vn/currentSrc)
21:53:05	3887577/3887577	---M--	200	added ('OK')	image/png	date:Fri,%2012%20Dec%202025%2020:54:39%20GMT	https://unpkg.com/emoji-datasource-apple@6.0.1/img/apple/sheets-256/64.png	C:/Users/PC/OneDrive/Desktop/ChatBotAIV2/unpkg.com/emoji-datasource-apple@6.0.1/img/apple/sheets-256/64.png	(from https://bot.bizfly.vn/assets/main.49449efc.css)
